uuid,title,commodity_code,latitude,longitude,wkt_point,categories,description,url,General Information > Commodity Type,General Information > Mine Name(Ore Deposit Name),General Information > Country,General Information > Location Name,General Information > Company Name,General Information > License Type,General Information > Status,Geology(Country Rock) > Geotectonics,Geology(Country Rock) > Stratum Name,Geology(Country Rock) > Lithology,Geology(Country Rock) > Age,Metallogenic Belt Name > Metallogenic Belt Name,Related Igneous Rock > Type of Related Igneous Rock,Related Igneous Rock > Age of Related Igneous Rock,Ore Deposit > Type of Ore Deposit,Ore Deposit > Ore Body Type,Ore Deposit > Main Ore Deposit,Ore Deposit > Minor Ore Deposit,Ore Deposit > Main Mineral,Ore Deposit > Minor Mineral,Ore Deposit > Mineralizaed Age,Ore Deposit > Alteration Properties,Ore Deposit > Resources,Ore Deposit > Grade of Resources,File Data > Type of Map & Report,File Data > Content Type,File Data > Title,File Data > Publishing Agency,File Data > Publication Year,URL Reference > URL,URL Reference > URL Type,Security Level > Security Level,License & Copyright > Public settings,License & Copyright > CC License,License & Copyright > Copyright,License & Copyright > Data Registrant,License & Copyright > Registration Date,URL Reference > URL Description,Ore Deposit > Ore Body Scale(Depth),Comments > Comments,License & Copyright > Phrases used in citation,Ore Deposit > Ore Body Direction,Ore Deposit > Reserves,Ore Deposit > Grade of Reserves,Ore Deposit > Ore Body Scale(Length),Ore Deposit > Ore Body Scale(Width),File Data > Data File,File Data > File Public setting
ec20594d-7c92-4777-8122-d30c63940210,"[Kaolin, Feldspar] Felspat Ta Hoc",042,21.232,104.262,POINT (104.262 21.232),Critical Mineral Resources Data | ASEAN-CMR-2025-003550 | VN-000020,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/ec20594d-7c92-4777-8122-d30c63940210,"Kaolin, Feldspar",Felspat Ta Hoc,Vietnam,"Na Bo Commune, Mai Son District",,Feasibility Study,Under Development,,,"B¶n C¶i Formation:clay shale, cherty shale interbedded with striped cherty limestone, limestone, clayish limestone, manganese lenses.Bearing Palmatolepis delicatula, P. marginifera, P. glabra pectinata, P. gigas, Tikhinella multiformis.Thickness 350",,,,,,,,,,,,,3490 thousand tons,333+334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
26b30bc8-1618-445c-8f76-49ca203c6d2e,"[Stone for Tiling, Fine Arts] Pa Men serpentinite art stone",079,21.153,103.69,POINT (103.69 21.153),Critical Mineral Resources Data | ASEAN-CMR-2025-003549 | VN-000019,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/26b30bc8-1618-445c-8f76-49ca203c6d2e,"Stone for Tiling, Fine Arts",Pa Men serpentinite art stone,Vietnam,"Nam Ty Commune, Song Ma District",,Feasibility Study,Under Development,,,"Bo xinh Group-Huæi Hµo Formation:mafic effusives, actinolite-epidote-chlorite schist, actinolite-epidote-albite schist, metatuff and cherty shale. 600-800m thick",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
b424d30b-1910-4df7-9315-eec13296cb71,"[Stone for Tiling, Fine Arts] Stupid serpentinite art stone",079,21.141,103.72,POINT (103.72 21.141),Critical Mineral Resources Data | ASEAN-CMR-2025-003548 | VN-000018,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/b424d30b-1910-4df7-9315-eec13296cb71,"Stone for Tiling, Fine Arts",Stupid serpentinite art stone,Vietnam,"Nam Ty and Na Nghiu communes, Song Ma district",,Feasibility Study,Under Development,,,"Bo xinh Group-NËm Ty Formation:quartz-sericite schits, marbleized limesstone, greenschist, quartzite. 750-1200m thick",,,,,,,,,,,,,220 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
c6240887-e26c-49bc-aaf6-0c12c0bcbf17,"[Stone for Tiling, Fine Arts] Southeast Pa Men serpentinite art stone",079,21.146,103.71,POINT (103.71 21.146),Critical Mineral Resources Data | ASEAN-CMR-2025-003547 | VN-000017,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/c6240887-e26c-49bc-aaf6-0c12c0bcbf17,"Stone for Tiling, Fine Arts",Southeast Pa Men serpentinite art stone,Vietnam,"Nam Ty Commune, Song Ma District",,Feasibility Study,Under Development,,,"Bo xinh Group-NËm Ty Formation:quartz-sericite schits, marbleized limesstone, greenschist, quartzite. 750-1200m thick",,,,,,,,,,,,,4 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
4fc988bd-1b4b-4c81-b492-ce99f4c1cd7a,"[Stone for Tiling, Fine Arts] Southwest Serpentinite Stone",079,21.156,103.67,POINT (103.67 21.156),Critical Mineral Resources Data | ASEAN-CMR-2025-003546 | VN-000016,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/4fc988bd-1b4b-4c81-b492-ce99f4c1cd7a,"Stone for Tiling, Fine Arts",Southwest Serpentinite Stone,Vietnam,"Nam Ty Commune, Song Ma District",,Feasibility Study,Under Development,,,"Bo xinh Group-Huæi Hµo Formation:mafic effusives, actinolite-epidote-chlorite schist, actinolite-epidote-albite schist, metatuff and cherty shale. 600-800m thick",,,,,,,,,,,,,85 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
6d030988-a1d2-403c-99cd-e47438437a28,[Cement Additives] Pa Dong basalt,011,21.221,104.177,POINT (104.177 21.221),Critical Mineral Resources Data | ASEAN-CMR-2025-003545 | VN-000015,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/6d030988-a1d2-403c-99cd-e47438437a28,Cement Additives,Pa Dong basalt,Vietnam,"Na Bo Commune, Mai Son District",,Exploration,Under Development,,,"Viªn Nam Formation:aphyric basalt, magnesium-high basalt, andesitobasalt,adesitodacite, trachyte, porphyritic trachyte, aglomerate, tuffaceous sandstone, siltstone.Thickness 350 m.",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Issued License No. 328/GP-BTNMT on 06/3/2017,,,4776 thousand tons,121+122,,,,
e43e6b0b-38f9-44b8-9013-68638c2f9b52,[Cement Lightning ] Na Pó Lightning,012,21.218,104.155,POINT (104.155 21.218),Critical Mineral Resources Data | ASEAN-CMR-2025-003544 | VN-000014,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/e43e6b0b-38f9-44b8-9013-68638c2f9b52,Cement Lightning,Na Pó Lightning,Vietnam,"Na Po Commune, Mai Son District",,Exploration,Under Development,,,"Cß Nßi Formation:sandstone, siltstone, clayish limestone, clay shale, marl. Bearing Eumorphotis reticulata, E. iaequicostata, Claraia aurita, C. stachei.Thickness 310m.",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Issued technical license No. 1045/GP-BTNMT dated 20/05/2008,,,4011 thousand tons,121+122,,,,
a988799c-fe9c-4dc5-9af1-257950e39c56,"[Stone for Tiling, Fine Arts] Bom Phung serpentinite art stone",079,21.142,103.687,POINT (103.687 21.142),Critical Mineral Resources Data | ASEAN-CMR-2025-003543 | VN-000013,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/a988799c-fe9c-4dc5-9af1-257950e39c56,"Stone for Tiling, Fine Arts",Bom Phung serpentinite art stone,Vietnam,"Na Nghiu Commune, Song Ma District",,Feasibility Study,Under Development,,,"Bo xinh Group-Huæi Hµo Formation:mafic effusives, actinolite-epidote-chlorite schist, actinolite-epidote-albite schist, metatuff and cherty shale. 600-800m thick",,,,,,,,,,,,,230 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
df0fc349-44fb-4ee7-b7da-bfc980cd651c,"[Stone for Tiling, Fine Arts] Tay Lung Nghia serpentinite art stone",079,21.159,103.675,POINT (103.675 21.159),Critical Mineral Resources Data | ASEAN-CMR-2025-003542 | VN-000012,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/df0fc349-44fb-4ee7-b7da-bfc980cd651c,"Stone for Tiling, Fine Arts",Tay Lung Nghia serpentinite art stone,Vietnam,"Nam Ty Commune, Song Ma District",,Feasibility Study,Under Development,,,"Bo xinh Group-Huæi Hµo Formation:mafic effusives, actinolite-epidote-chlorite schist, actinolite-epidote-albite schist, metatuff and cherty shale. 600-800m thick",,,,,,,,,,,,,5 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
37bde335-043e-44c0-a2ba-deccdc55a1b3,"[Stone for Tiling, Fine Arts] Nam Lung Nghiu serpentinite art stone",079,21.159,103.681,POINT (103.681 21.159),Critical Mineral Resources Data | ASEAN-CMR-2025-003541 | VN-000011,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/37bde335-043e-44c0-a2ba-deccdc55a1b3,"Stone for Tiling, Fine Arts",Nam Lung Nghiu serpentinite art stone,Vietnam,"Nam Ty Commune, Song Ma District",,Feasibility Study,Under Development,,,"Bo xinh Group-Huæi Hµo Formation:mafic effusives, actinolite-epidote-chlorite schist, actinolite-epidote-albite schist, metatuff and cherty shale. 600-800m thick",,,,,,,,,,,,,400 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
f2fe38e1-833d-4b92-be63-eb428c216117,"[Stone for Tiling, Fine Arts] Pheu En Marble",079,22.077,103.219,POINT (103.219 22.077),Critical Mineral Resources Data | ASEAN-CMR-2025-003540 | VN-000010,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/f2fe38e1-833d-4b92-be63-eb428c216117,"Stone for Tiling, Fine Arts",Pheu En Marble,Vietnam,"Chan Nua Commune, Sin Ho District",,Feasibility Study,Under Development,,,"cambrian - ordovician. BÕn KhÕ Formation:black-gray clay shale, quartzite sandstone. Thickness 450 m.",,,,,,,,,,,,,96 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
7cc575d6-60da-4d98-81a4-b7eb6ff6e488,"[Stone for Tiling, Fine Arts] Nam Ho roofing slate, Nam Ban - Zone 2",079,22.335,103.161,POINT (103.161 22.335),Critical Mineral Resources Data | ASEAN-CMR-2025-003539 | VN-000009,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/7cc575d6-60da-4d98-81a4-b7eb6ff6e488,"Stone for Tiling, Fine Arts","Nam Ho roofing slate, Nam Ban - Zone 2",Vietnam,"Nam Ban Commune, Nam Nhun District",,Exploration,Under Development,,,triassic- Phia Bioc Complex:biotite granite.,,,,,,,,,,,,,1850 thousand tons,122+334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Granted the exploitation license (GPKT) No. 709/QD-DCKS dated 2/4/1999 (7.3 ha),,,,,,,,
d9edf99e-5375-4d65-8d0d-7aaacf50f770,"[Stone for Tiling, Fine Arts] Roofing slate in Nam Ho, Nam Ban - Zone 1",079,22.319,103.16,POINT (103.16 22.319),Critical Mineral Resources Data | ASEAN-CMR-2025-003538 | VN-000008,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/d9edf99e-5375-4d65-8d0d-7aaacf50f770,"Stone for Tiling, Fine Arts","Roofing slate in Nam Ho, Nam Ban - Zone 1",Vietnam,"Nam Ban Commune, Nam Nhun District",,Exploration,Under Development,,,triassic- Phia Bioc Complex:biotite granite.,,,,,,,,,,,,,1850 thousand tons,122+334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Granted the exploitation license (GPKT) No. 709/QD-DCKS dated 2/4/1999 (7.3 ha),,,,,,,,
89d88711-d94b-4bb2-aba4-5262428e58b9,"[Stone for Tiling, Fine Arts] Nam Xe marble",079,22.52,103.47,POINT (103.47 22.52),Critical Mineral Resources Data | ASEAN-CMR-2025-003537 | VN-000007,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/89d88711-d94b-4bb2-aba4-5262428e58b9,"Stone for Tiling, Fine Arts",Nam Xe marble,Vietnam,"Nam Xe Commune, Phong Tho District",,Feasibility Study,Under Development,,,"proterozoic- Xu©n §µi Group. Sin QuyÒn Formation:biotite schist, two-mica schist, amphibolite, quartzite. Thickness 1200-1450 m.",,,,,,,,,,,,,610 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
280b03ea-144d-4367-a76f-ff29ba7fe487,[Limestone for Cement] Na Pat Limestone,048,21.224,104.109,POINT (104.109 21.224),Critical Mineral Resources Data | ASEAN-CMR-2025-003536 | VN-000006,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/280b03ea-144d-4367-a76f-ff29ba7fe487,Limestone for Cement,Na Pat Limestone,Vietnam,"Na Po Commune, Mai Son District",,Exploration,Under Development,,,"§ång Giao Formation-Lower Subformation:grey limestone, clayish limestone. Bearing Posidonia sp.. Thickness 400-700m.",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Issued technical license No. 1044/GP-BTNMT dated 20/5/2008,,,18135 thousand tons,121+122,,,,
6a9f8ac8-4d0d-4f2e-9be1-5ffb5cbe8c41,"[Stone for Tiling, Fine Arts] Sin Suoi Ho marble",079,22.499,103.494,POINT (103.494 22.499),Critical Mineral Resources Data | ASEAN-CMR-2025-003535 | VN-000005,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/6a9f8ac8-4d0d-4f2e-9be1-5ffb5cbe8c41,"Stone for Tiling, Fine Arts",Sin Suoi Ho marble,Vietnam,"Sin Suoi Ho Commune, Phong Tho District",,Feasibility Study,Under Development,,,"proterozoic- Xu©n §µi Group. Sin QuyÒn Formation:biotite schist, two-mica schist, amphibolite, quartzite. Thickness 1200-1450 m.",,,,,,,,,,,,,150 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Areas that have not yet been explored and planned for mineral exploitation;,,,,,,,,
60632d94-4216-47e2-be28-ebed566fcd06,"[Stone for Tiling, Fine Arts] Ma Chai Yellow Marble - Zone 1",079,22.709,103.323,POINT (103.323 22.709),Critical Mineral Resources Data | ASEAN-CMR-2025-003534 | VN-000004,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/60632d94-4216-47e2-be28-ebed566fcd06,"Stone for Tiling, Fine Arts",Ma Chai Yellow Marble - Zone 1,Vietnam,"Vang Ma Chai Commune, Phong Tho District",,Feasibility Study,Under Development,,,"proterozoic- Xu©n §µi Group. Sin QuyÒn Formation:biotite schist, two-mica schist, amphibolite, quartzite. Thickness 1200-1450 m.",,,,,,,,,,,,,1720 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
c86048a0-656d-4f9b-a0a4-cc1f9e55a691,"[Stone for Tiling, Fine Arts] Ma Chai Yellow Marble - Zone 2",079,22.708,103.327,POINT (103.327 22.708),Critical Mineral Resources Data | ASEAN-CMR-2025-003533 | VN-000003,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/c86048a0-656d-4f9b-a0a4-cc1f9e55a691,"Stone for Tiling, Fine Arts",Ma Chai Yellow Marble - Zone 2,Vietnam,"Vang Ma Chai Commune, Phong Tho District",,Feasibility Study,Under Development,,,"proterozoic- Xu©n §µi Group. Sin QuyÒn Formation:biotite schist, two-mica schist, amphibolite, quartzite. Thickness 1200-1450 m.",,,,,,,,,,,,,1720 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning;,,,,,,,,
d9def605-3025-4bff-9071-fab9731035ed,"[Stone for Tiling, Fine Arts] Ban Lang Marble 2",079,22.623,103.363,POINT (103.363 22.623),Critical Mineral Resources Data | ASEAN-CMR-2025-003532 | VN-000002,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/d9def605-3025-4bff-9071-fab9731035ed,"Stone for Tiling, Fine Arts",Ban Lang Marble 2,Vietnam,"Ban Lang Commune, Phong Tho District",,Feasibility Study,Under Development,,,"silurian - devonian. NËm P×a Formation:conglomerate, black clay shale, quartzite, marl, limestone.Bearing Squameofavosites sp., Pachyfavosites sp., Hysterolites wangi. Thickness 440m.",,,,,,,,,,,,,1900 thousand tons,334a,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Limestone recovery is included,,,,,,,,
227317a4-2adb-4333-b0d6-9cf871820633,"[Stone for Tiling, Fine Arts] Ban Lang marble",079,22.622,103.362,POINT (103.362 22.622),Critical Mineral Resources Data | ASEAN-CMR-2025-003531 | VN-000001,Dao Trung Hoan VN (2025-09-26),https://acmdp.org/data/227317a4-2adb-4333-b0d6-9cf871820633,"Stone for Tiling, Fine Arts",Ban Lang marble,Vietnam,"Ban Lang Commune, Phong Tho District",,Exploration,Under Development,,,"silurian - devonian. NËm P×a Formation:conglomerate, black clay shale, quartzite, marl, limestone.Bearing Squameofavosites sp., Pachyfavosites sp., Hysterolites wangi. Thickness 440m.",,,,,,,,,,,,,,,Ore Deposit,Map,,Vietnam Government,2023,,,Open,Public,"CC BY-NC-ND -It is free to use the author, but it cannot be used for commercial purposes and must be used without modification.",The copyright of this data is held by ASEAN Member States,Dao Trung Hoan,2025-09-26,,,"Decision 1626/QD-TTg; Mineral exploration and mineral exploitation planning; Exploration License (GPTD) No. 350/GP-BTNMT was issued on February 15, 2019. Decision (QD) approving reserves No. 1162/QD-HDTLQG dated 07/12/2020. Limestone recovery is included",,,2450 thousand tons,121+122,,,,
6b0b2faf-ec2b-4e14-9bc2-89b8900256fa,[Silver] West Sentul Ore Deposit,077,-8.243,111.655,POINT (111.655 -8.243),Critical Mineral Resources Data | ASEAN-CMR-2025-003530 | ID-000101,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/6b0b2faf-ec2b-4e14-9bc2-89b8900256fa,Silver,West Sentul Ore Deposit,Indonesia,West Sentul,PT Sumber Mineral Nusantara,Production,Operating,Neogene Magmatic Arc - Calc-Alkaline and Tholeiites,Mandalika Formation,,Neogene,Neogene Magmatic Arc - Calc-Alkaline and Tholeiites,,,Low sulfidation Epithermal,,Gold,Silver,,,,,"2,368,993 Tons",3.89 - 11.50 gr/t,References(Others),Report,Work Plan and Budget PT Sumber Mineral Nusantara,2022,,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1722;Confidential Report,,,"598,010 Tons",7.11 gr/t,,,,
55e9c16d-7214-41f7-9db1-a9c0a8a099ef,"[Silver] Way Linggo - Way Semung, North vein Ore Deposit",077,-5.285,104.413,POINT (104.413 -5.285),Critical Mineral Resources Data | ASEAN-CMR-2025-003529 | ID-000100,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/55e9c16d-7214-41f7-9db1-a9c0a8a099ef,Silver,"Way Linggo - Way Semung, North vein Ore Deposit",Indonesia,"Way Linggo - Way Semung, North vein",PT Natarang Mining,Production,Operating,Neogene Magmatic Arc - Calc-Alkaline,Ranau Formation,,Quaternary,Neogene Magmatic Arc - Calc-Alkaline,,,Low sulfidation Epithermal,,Gold,Silver,,,,,"283,000 Tons",32.62 - 64.76 gr/t,References(Others),Report,Work Plan and Budget PT Natarang Mining,2020,,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,964;Confidential Report,,,"36,278 Tons",102.78 gr/t,,,,
edcb8516-b559-4ba8-af39-89a17c5c3e3d,[Silver] Talugon Ore Deposit,077,0.671,124.472,POINT (124.472 0.671),Critical Mineral Resources Data | ASEAN-CMR-2025-003528 | ID-000099,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/edcb8516-b559-4ba8-af39-89a17c5c3e3d,Silver,Talugon Ore Deposit,Indonesia,Talugon,,Production,Operating,Neogene Magmatic Arc - Calc-Alkaline,Volcanic Rocks,,Neogene,Neogene Magmatic Arc - Calc-Alkaline,,,Low sulfidation Epithermal,,Gold,Silver,,,,,"40,000,000 Tons",3.4 - 4.1 gr/t,References(Others),Report,Work Plan and Budget,,,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1040;Confidential Report,,,"14,686,916 Tons",4.4 - 4.76 gr/t,,,,
e3fd80e8-2599-46b3-a2f9-4296bb7f4648,[Silver] Tembang Anang Ore Deposit,077,-2.862,102.666,POINT (102.666 -2.862),Critical Mineral Resources Data | ASEAN-CMR-2025-003527 | ID-000098,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/e3fd80e8-2599-46b3-a2f9-4296bb7f4648,Silver,Tembang Anang Ore Deposit,Indonesia,Tembang Anang,PT Dwinad Nusa Sejahtera,Production,Operating,,Muara Enim Formation,,Neogene,,,,Intermediate Sulfidation Epithermal,,Gold,Silver,,,,,"225,000 Tons",29 - 30 gr/t,References(Others),Report,Work Plan and Budget PT Dwinad Nusa Sejahtera,2019,,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1704;Confidential Report,,,"63,000 Tons",31.3 gr/t,,,,
f6c65660-9ed2-4b82-9837-46f189269ec6,[Silver] Tambang tua Ore Deposit,077,0.931,122.502,POINT (122.502 0.931),Critical Mineral Resources Data | ASEAN-CMR-2025-003526 | ID-000097,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/f6c65660-9ed2-4b82-9837-46f189269ec6,Silver,Tambang tua Ore Deposit,Indonesia,Tambang tua,"DIM, Subdit. Konservasi - DIM",Production,Operating,Neogene Magmatic Arc - Shoshonitic,Dolokapa Formation,,Neogene,Neogene Magmatic Arc - Shoshonitic,,,Low sulfidation Epithermal,,Gold,Silver,,,,,,-,References(Others),Report,"Internal Report of GA DIM, Subdit. Konservasi - DIM",2005,,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1035;Confidential Report,,,"3,639,028 Tons",3.5 gr/t,,,,
dac9bc5e-93c8-493a-9125-dca0546662b2,[Silver] Tewe Baru Ore Deposit,077,-0.623,114.516,POINT (114.516 -0.623),Critical Mineral Resources Data | ASEAN-CMR-2025-003525 | ID-000096,Agata Vanessa Kindangen ID (2025-09-26),https://acmdp.org/data/dac9bc5e-93c8-493a-9125-dca0546662b2,Silver,Tewe Baru Ore Deposit,Indonesia,Tewe Baru,PT Indo Muro Kencana,Production,Operating,Neogene Magmatic Arc - Calc-Alkaline,Malasan Volcanic Rock,,Paleogene,Neogene Magmatic Arc - Calc-Alkaline,,,Low sulfidation Epithermal,,Gold,Silver,,,,,"2,700,000 Tons",17 - 30 gr/t,References(Others),Report,Feasibility Study Report PT Indo Muro Kencana,2017,,,,Open,Public,"CC BY-NC -The author is free to use, but not for profit.",The copyright of this data is held by ASEAN Member States,Agata Vanessa Kindangen,2025-09-26,,,1709;Confidential Report,,,"349,000 Tons",4.13 gr/t,,,,
